date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:38:37	27900/27900	---M--	200	added ('OK')	image/png	etag:%2265547f23f6f2c0f2b4b11988bc986ee1%22	https://cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f0e1aeeafac5eaa641e31f_hot-stone-spa.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f0e1aeeafac5eaa641e31f_hot-stone-spa.png	(from https://belluri.webflow.io/)
11:38:38	39853/39853	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2009:06:07%20GMT	https://belluri.webflow.io/spa/hot-stone-spa	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/spa/hot-stone-spa.html	(from https://belluri.webflow.io/)
11:38:38	33774/33774	---M--	200	added ('OK')	image/png	etag:%22e5ff11039a1a79f293509edaa91a4832%22	https://cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f0e256295fa10e03d5bf6c_face-scrab.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f0e256295fa10e03d5bf6c_face-scrab.png	(from https://belluri.webflow.io/)
11:38:38	6346/6346	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2013%20Sep%202025%2005:38:39%20GMT	https://belluri.webflow.io/spa/face-scrub	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/spa/face-scrub	(from https://belluri.webflow.io/)
11:38:39	31477/31477	---M--	200	added ('OK')	image/png	etag:%2212749d6f8a7ea9ad14c9432c78aab38d%22	https://cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f0e237af610515d4980f20_oil-message.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f0e237af610515d4980f20_oil-message.png	(from https://belluri.webflow.io/)
11:38:39	6346/6346	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2013%20Sep%202025%2005:38:39%20GMT	https://belluri.webflow.io/spa/oil-massage	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/spa/oil-massage	(from https://belluri.webflow.io/)
11:38:39	32488/32488	---M--	200	added ('OK')	image/jpeg	etag:%22d57f3c96e2f43aece85bd2a07aea131f%22	https://cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f32d323ebbed513449c202_blog-feature-image.jpg	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f32d323ebbed513449c202_blog-feature-image.jpg	(from https://belluri.webflow.io/)
11:38:39	72100/72100	---M--	200	added ('OK')	image/png	etag:%227205b15c5a83805a20fae47d6d2be230%22	https://cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f2239ad6a44363c9b11882_testimonial-image.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f2239ad6a44363c9b11882_testimonial-image.png	(from https://belluri.webflow.io/)
11:38:40	39328/39328	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2014:12:42%20GMT	https://belluri.webflow.io/author/stuart	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/author/stuart.html	(from https://belluri.webflow.io/)
11:38:40	41192/41192	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Sep%202025%2015:47:15%20GMT	https://belluri.webflow.io/post/spa-treamment-is-lorem-ipsum-dollar-natural-	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/post/spa-treamment-is-lorem-ipsum-dollar-natural-.html	(from https://belluri.webflow.io/)
11:38:40	39500/39500	---M--	200	added ('OK')	image/jpeg	etag:%2293f8079d7cb9a3ad3f357b0a9f158519%22	https://cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f333a6e38c6d72851c3154_blog-popular-image.jpg	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f333a6e38c6d72851c3154_blog-popular-image.jpg	(from https://belluri.webflow.io/)
11:38:41	39387/39387	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Aug%202025%2003:48:01%20GMT	https://belluri.webflow.io/author/ethan	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/author/ethan.html	(from https://belluri.webflow.io/)
11:38:41	6346/6346	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2013%20Sep%202025%2005:38:41%20GMT	https://belluri.webflow.io/post/mineral-bath-is-very-helpful-for-body	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/post/mineral-bath-is-very-helpful-for-body.21.delayed	(from https://belluri.webflow.io/)
11:38:41	26207/26207	---M--	200	added ('OK')	image/jpeg	etag:%22fae173ef04eb5bf2d361a0e7ba0deeaf%22	https://cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f337be0ae83ffe1f62b294_blog-popular-image-2.jpg	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f337be0ae83ffe1f62b294_blog-popular-image-2.jpg	(from https://belluri.webflow.io/)
11:38:42	39359/39359	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Sep%202025%2011:25:42%20GMT	https://belluri.webflow.io/author/morgan	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/author/morgan.html	(from https://belluri.webflow.io/)
11:38:42	6346/6346	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2013%20Sep%202025%2005:38:42%20GMT	https://belluri.webflow.io/post/herbal-therapy-tips-benifits-for-all	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/post/herbal-therapy-tips-benifits-for-all.24.delayed	(from https://belluri.webflow.io/)
11:38:42	6651/6651	---M--	200	added ('OK')	image/png	etag:%22fcc6df99dabb86d8f369b69c48e307c1%22	https://cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f36f43b9b831a6b3263a1f_brand-image-1.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f36f43b9b831a6b3263a1f_brand-image-1.png	(from https://belluri.webflow.io/)
11:38:42	3098/3098	---M--	200	added ('OK')	image/png	etag:%22d318349caf21122be89fbdbb4c0c2107%22	https://cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f371f59f36f7989b16a9b2_brand-image-2.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f371f59f36f7989b16a9b2_brand-image-2.png	(from https://belluri.webflow.io/)
11:38:43	5540/5540	---M--	200	added ('OK')	image/png	etag:%228cdab479d484947705334b0940a22f39%22	https://cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f372010d180f0515121d6d_brand-image-3.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f372010d180f0515121d6d_brand-image-3.png	(from https://belluri.webflow.io/)
11:38:43	4197/4197	---M--	200	added ('OK')	image/png	etag:%220f202a822d7f4cb6dcb95d6b974739c5%22	https://cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f3720e88c0c31e16048dd2_brand-image-4.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f3720e88c0c31e16048dd2_brand-image-4.png	(from https://belluri.webflow.io/)
11:38:43	5821/5821	---M--	200	added ('OK')	image/png	etag:%22e4ea7e98f5b31b3be78640e24048c9c5%22	https://cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f372196d43f21a0515ab17_brand-image-5.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f372196d43f21a0515ab17_brand-image-5.png	(from https://belluri.webflow.io/)
11:38:44	6346/6346	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2013%20Sep%202025%2005:38:44%20GMT	https://belluri.webflow.io/style-guide	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/style-guide	(from https://belluri.webflow.io/)
11:38:44	31208/31208	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Sep%202025%2019:30:54%20GMT	https://belluri.webflow.io/license	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/license.html	(from https://belluri.webflow.io/)
11:38:44	6346/6346	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2013%20Sep%202025%2005:38:44%20GMT	https://belluri.webflow.io/changelog	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/changelog	(from https://belluri.webflow.io/)
11:38:44	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=62eb83fe467fa574c8f5d86b	C:/Users/it%20tech/Downloads/Spa-template/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c82477.js	(from https://belluri.webflow.io/)
11:38:45	1268912/1268912	---M-Z	200	added ('OK')	text/javascript	etag:%22d0a10f2fe4bf66c12c0dc545614bb1b9%22	https://assets.website-files.com/62eb83fe467fa574c8f5d86b/js/webflow.dc3c97a56.js	C:/Users/it%20tech/Downloads/Spa-template/assets.website-files.com/62eb83fe467fa574c8f5d86b/js/webflow.dc3c97a56.js	(from https://belluri.webflow.io/)
11:38:45	2151/2151	---M--	200	added ('OK')	image/png	etag:%22a81632f7e1a446896474332267ce786d%22	https://assets.website-files.com/62eb83fe467fa574c8f5d86b/62fdfca0a5514dd7a61aca7d_bxs_quote-right.png	C:/Users/it%20tech/Downloads/Spa-template/assets.website-files.com/62eb83fe467fa574c8f5d86b/62fdfca0a5514dd7a61aca7d_bxs_quote-right.png	(from https://assets.website-files.com/62eb83fe467fa574c8f5d86b/css/belluri.webflow.2d11d7b11.css)
11:38:46	10754/10754	---M--	200	added ('OK')	image/png	etag:%220b7315d3d306f61c803e0d9ade2c9baa%22	https://assets.website-files.com/62eb83fe467fa574c8f5d86b/62fdfc80e0d4c04c3548aaee_Quate-bg.png	C:/Users/it%20tech/Downloads/Spa-template/assets.website-files.com/62eb83fe467fa574c8f5d86b/62fdfc80e0d4c04c3548aaee_Quate-bg.png	(from https://assets.website-files.com/62eb83fe467fa574c8f5d86b/css/belluri.webflow.2d11d7b11.css)
11:38:46	75437/75437	---M--	200	added ('OK')	image/jpeg	etag:%22460eaa0c2a7bdb763c4c2fc9ae888ac9%22	https://assets.website-files.com/62eb83fe467fa574c8f5d86b/62edee73bf75bb4b3bdeb529_slider-bg-01.jpg	C:/Users/it%20tech/Downloads/Spa-template/assets.website-files.com/62eb83fe467fa574c8f5d86b/62edee73bf75bb4b3bdeb529_slider-bg-01.jpg	(from https://assets.website-files.com/62eb83fe467fa574c8f5d86b/css/belluri.webflow.2d11d7b11.css)
11:38:46	267517/267517	---M--	200	added ('OK')	image/png	etag:%22bc019d95b8d0529c599d496c8d4a0a14%22	https://assets.website-files.com/62eb83fe467fa574c8f5d86b/62f0e9e00e99ef16cd1140d2_spa-section-bg-image.png	C:/Users/it%20tech/Downloads/Spa-template/assets.website-files.com/62eb83fe467fa574c8f5d86b/62f0e9e00e99ef16cd1140d2_spa-section-bg-image.png	(from https://assets.website-files.com/62eb83fe467fa574c8f5d86b/css/belluri.webflow.2d11d7b11.css)
11:38:46	85486/85486	---M--	200	added ('OK')	image/png	etag:%22cb03936e33918c719fa69be7fbfe38ee%22	https://assets.website-files.com/62eb83fe467fa574c8f5d86b/62f1fcf7df0438e47be7b7d6_price-bg.png	C:/Users/it%20tech/Downloads/Spa-template/assets.website-files.com/62eb83fe467fa574c8f5d86b/62f1fcf7df0438e47be7b7d6_price-bg.png	(from https://assets.website-files.com/62eb83fe467fa574c8f5d86b/css/belluri.webflow.2d11d7b11.css)
11:38:47	40600/40600	---M--	200	added ('OK')	image/png	etag:%227883e057890538b212f1d9c8b18f1a81%22	https://assets.website-files.com/62eb83fe467fa574c8f5d86b/62f349d434986707822c8137_popular-blog-bg.png	C:/Users/it%20tech/Downloads/Spa-template/assets.website-files.com/62eb83fe467fa574c8f5d86b/62f349d434986707822c8137_popular-blog-bg.png	(from https://assets.website-files.com/62eb83fe467fa574c8f5d86b/css/belluri.webflow.2d11d7b11.css)
11:38:47	327532/327532	---M--	200	added ('OK')	image/png	etag:%22200cedd67200cd75cb4fd2ea40c44d45%22	https://assets.website-files.com/62eb83fe467fa574c8f5d86b/62fdd1bb30949526998d6fe0_pricing-page-bg.png	C:/Users/it%20tech/Downloads/Spa-template/assets.website-files.com/62eb83fe467fa574c8f5d86b/62fdd1bb30949526998d6fe0_pricing-page-bg.png	(from https://assets.website-files.com/62eb83fe467fa574c8f5d86b/css/belluri.webflow.2d11d7b11.css)
11:38:47	45787/45787	---M--	200	added ('OK')	image/png	etag:%22fe66a21d3884a6911388d03794f71612%22	https://assets.website-files.com/62eb83fe467fa574c8f5d86b/62f380cded2763a0a46f9c11_footer-bg.png	C:/Users/it%20tech/Downloads/Spa-template/assets.website-files.com/62eb83fe467fa574c8f5d86b/62f380cded2763a0a46f9c11_footer-bg.png	(from https://assets.website-files.com/62eb83fe467fa574c8f5d86b/css/belluri.webflow.2d11d7b11.css)
11:38:48	84575/84575	---M--	200	added ('OK')	image/png	etag:%22750d5d96d5e1013c8ff1b7d9b6542f09%22	https://assets.website-files.com/62eb83fe467fa574c8f5d86b/62f4968104e0679176d509fb_breadcrumb-bg.png	C:/Users/it%20tech/Downloads/Spa-template/assets.website-files.com/62eb83fe467fa574c8f5d86b/62f4968104e0679176d509fb_breadcrumb-bg.png	(from https://assets.website-files.com/62eb83fe467fa574c8f5d86b/css/belluri.webflow.2d11d7b11.css)
11:38:48	86279/86279	---M--	200	added ('OK')	image/jpeg	etag:%225d1b9f18b21544478f9f4f8df710341a%22	https://assets.website-files.com/62eb83fe467fa574c8f5d86b/62fb1d7dddaec714a413f109_discount-bg.jpg	C:/Users/it%20tech/Downloads/Spa-template/assets.website-files.com/62eb83fe467fa574c8f5d86b/62fb1d7dddaec714a413f109_discount-bg.jpg	(from https://assets.website-files.com/62eb83fe467fa574c8f5d86b/css/belluri.webflow.2d11d7b11.css)
11:38:48	11716/11716	---M--	200	added ('OK')	image/png	etag:%22dcea846a8287671515e1a6c83fad88a5%22	https://assets.website-files.com/62eb83fe467fa574c8f5d86b/63006fb9f4c91416c75c858d_package-bg.png	C:/Users/it%20tech/Downloads/Spa-template/assets.website-files.com/62eb83fe467fa574c8f5d86b/63006fb9f4c91416c75c858d_package-bg.png	(from https://assets.website-files.com/62eb83fe467fa574c8f5d86b/css/belluri.webflow.2d11d7b11.css)
11:38:49	93951/93951	---M--	200	added ('OK')	image/png	etag:%2272923db42bbf832a467b3cb6b98c0a04%22	https://cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62fb3495d10e8782dbfd9d04_spa-service-about-image.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62fb3495d10e8782dbfd9d04_spa-service-about-image.png	(from https://belluri.webflow.io/spa-service)
11:38:49	32376/32376	---M--	200	added ('OK')	image/png	etag:%2278e2afbc9bfb03a4a47723a09dfc217f%22	https://cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/63035d687785d069795a0b54_face-massage.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/63035d687785d069795a0b54_face-massage.png	(from https://belluri.webflow.io/spa-service)
11:38:50	39943/39943	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2005:34:12%20GMT	https://belluri.webflow.io/spa/face-massage	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/spa/face-massage.html	(from https://belluri.webflow.io/spa-service)
11:38:50	33203/33203	---M--	200	added ('OK')	image/png	etag:%22b79474b768817f32603893527c5556a5%22	https://cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f0e2155cac0aab48893b02_geothermal-spa.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f0e2155cac0aab48893b02_geothermal-spa.png	(from https://belluri.webflow.io/spa-service)
11:38:50	6346/6346	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2013%20Sep%202025%2005:38:50%20GMT	https://belluri.webflow.io/spa/geothermal-spa	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/spa/geothermal-spa	(from https://belluri.webflow.io/spa-service)
11:38:51	24535/24535	---M--	200	added ('OK')	image/png	etag:%2297ff1252fcbbac40c14bd97a030e63b1%22	https://cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f0e1e78030852a3ff9aedd_herbal-massage.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/62f0e1e78030852a3ff9aedd_herbal-massage.png	(from https://belluri.webflow.io/spa-service)
11:38:51	39868/39868	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Sep%202025%2014:01:39%20GMT	https://belluri.webflow.io/spa/herbal-massage	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/spa/herbal-massage.html	(from https://belluri.webflow.io/spa-service)
11:38:51	25310/25310	---M--	200	added ('OK')	image/png	etag:%2272356c7b78bee7b8ee40bee640f26cee%22	https://cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/630314922ea56e89a63431ce_body-massage.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/630314922ea56e89a63431ce_body-massage.png	(from https://belluri.webflow.io/spa-service)
11:38:52	6346/6346	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2013%20Sep%202025%2005:38:52%20GMT	https://belluri.webflow.io/spa/body-massage	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/spa/body-massage	(from https://belluri.webflow.io/spa-service)
11:38:52	29321/29321	---M--	200	added ('OK')	image/png	etag:%22abdd2e568ec4af44fbecdb074af3465f%22	https://cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/63031460f4c91469087f91fa_manicure-pack.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62ef86b8d05b79a92706f8b6/63031460f4c91469087f91fa_manicure-pack.png	(from https://belluri.webflow.io/spa-service)
11:38:52	39854/39854	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2005:54:41%20GMT	https://belluri.webflow.io/spa/manicure-pack	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/spa/manicure-pack.html	(from https://belluri.webflow.io/spa-service)
11:38:53	37252/37252	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Sep%202025%2009:26:10%20GMT	https://belluri.webflow.io/product/bronze	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/product/bronze.html	(from https://belluri.webflow.io/packages)
11:38:53	37254/37254	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Sep%202025%2014:54:55%20GMT	https://belluri.webflow.io/product/silver	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/product/silver.html	(from https://belluri.webflow.io/packages)
11:38:53	6346/6346	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2013%20Sep%202025%2005:38:54%20GMT	https://belluri.webflow.io/product/diamond	C:/Users/it%20tech/Downloads/Spa-template/belluri.webflow.io/product/diamond	(from https://belluri.webflow.io/packages)
11:38:54	101175/101175	---M--	200	added ('OK')	image/png	etag:%22cf4468c0c33126bcfa1930b014802c19%22	https://cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f49ede29171b3000698313_about-page-image.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f49ede29171b3000698313_about-page-image.png	(from https://belluri.webflow.io/about)
11:38:54	83068/83068	---M--	200	added ('OK')	image/png	etag:%22223cc1dd0e3bd43b1818b66919345467%22	https://cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f4c8314f9c7080b8e32e26_feature-2.png	C:/Users/it%20tech/Downloads/Spa-template/cdn.prod.website-files.com/62eb83fe467fa574c8f5d86b/62f4c8314f9c7080b8e32e26_feature-2.png	(from https://belluri.webflow.io/about)
